Case ID,Economic Position,Occupation Type ,Home,Gender,Region,Adults,Children,Household,Jan Income,Feb Income,Mar Income,Apr Income,May Income,Jun Income,Jan Expenditure,Feb Expenditure,Mar Expenditure,Apr Expenditure,May Expenditure,Jun Expenditure
970,Economically Inactive,Not Classified,Rented,Male,South East,1,1,2,358.5,290.39,297.56,351.33,336.99,437.37,486.58,452.52,466.1,522.03,448.95,395.08
971,Full-time working,Intermediate occupation,Owned,Male,West Midlands,2,3,5,2439.65,2439.65,2464.05,2464.05,2439.65,2464.05,1566.9,1613.91,1743.02,1481.57,1481.57,1555.65
972,Full-time working,Managerial or Professional,Owned,Male,North West and Merseyside,2,1,3,5331.45,5438.08,4958.25,4105.22,6024.54,5917.91,3015.77,2864.98,2435.23,2216.06,2127.42,2467.81
973,Economically Inactive,Not Classified,Owned,Male,North West and Merseyside,1,1,2,2404.95,2020.16,2164.46,2837.84,2284.7,2982.14,1689.83,1774.32,1685.6,1719.31,1994.4,2134.01
974,Full-time working,Routine or manual,Rented,Male,London,2,3,5,2764.2,2791.84,2791.84,2764.2,2764.2,2791.84,2063.98,1733.74,1941.79,1767.03,1943.73,1729.92
975,Part-time working,Managerial or Professional,Owned,Male,South East,2,1,3,5924.95,5984.2,5865.7,7228.44,5332.46,7406.19,4158.3,4158.3,4116.72,3952.05,3398.76,2922.93
976,Part-time working,Managerial or Professional,Owned,Female,Yorkshire and the Humber,2,1,3,5191.65,4776.32,5866.56,5918.48,5503.15,6229.98,5421.43,4987.72,4987.72,5336.86,5603.7,5155.4
977,Training Program,Long Term Unemployed,Rented,Male,South East,1,1,2,357,378.42,274.89,360.57,292.74,324.87,581.6,593.23,510.18,602.01,614.05,583.35
978,Economically Inactive,Not Classified,Owned,Female,Scotland,1,1,2,2387.26,2625.99,2530.5,2625.99,1862.06,1933.68,2737.36,2080.39,2350.84,2280.31,2599.55,2937.49
979,Full-time working,Routine or manual,Owned,Male,Yorkshire and the Humber,2,3,5,2700.96,2700.96,2700.96,2727.97,2727.97,2727.97,2330.83,2027.82,1804.76,1606.24,1365.3,1406.26
980,Economically Inactive,Not Classified,Owned,Male,London,2,1,3,5809.5,6390.45,5228.55,5693.31,6971.4,6913.31,3730.21,3767.51,4370.31,3933.28,4169.28,4044.2
981,Economically Inactive,Not Classified,Owned,Female,South East,1,1,2,1523.35,1553.82,1873.72,1706.15,1584.28,1706.15,2279.34,2507.27,3008.72,3189.24,2870.32,2985.13
982,Full-time working,Intermediate occupation,Owned,Female,Wales,3,1,4,5924.95,6576.69,5865.7,5924.95,6221.2,7406.19,3652.77,2812.63,2700.12,2835.13,3260.4,3390.82
983,Full-time working,Managerial or Professional,Rented,Female,South East,2,3,5,4884.9,5177.99,5617.64,3907.92,3810.22,4347.56,4541.94,4042.33,3557.25,3912.98,4499.93,3824.94
984,Economically Inactive,Not Classified,Owned,Female,Northern Ireland,1,1,2,1156.81,1226.22,983.29,960.15,1353.47,1041.13,1000.6,870.52,809.58,752.91,767.97,844.77
985,Full-time working,Routine or manual,Owned,Male,East Midlands,2,3,5,4193,4570.37,3480.19,3941.42,4528.44,3857.56,2250.98,2138.43,1839.05,1691.93,1928.8,1755.21
986,Economically Inactive,Intermediate occupation,Owned,Male,North West and Merseyside,2,1,3,1790.85,1593.86,1808.76,1683.4,1593.86,2023.66,1207.36,1171.14,1405.37,1559.96,1747.16,2096.59
987,Part-time working,Routine or manual,Rented,Female,North West and Merseyside,1,2,3,1915,1512.85,2278.85,2029.9,2240.55,2221.4,1897.82,2068.62,2440.97,2904.75,2614.28,2588.14
988,Full-time working,Routine or manual,Rented,Male,London,1,3,4,2654.85,2654.85,2681.4,2681.4,2681.4,2654.85,2906.68,2964.81,2609.03,3000.38,3270.41,3760.97
989,Full-time working,Routine or manual,Rented,Female,East Midlands,1,1,2,2424.4,2448.64,2448.64,2448.64,2424.4,2424.4,1734.59,1543.79,1574.67,1763.63,1640.18,1689.39
990,Full-time working,Intermediate occupation,Owned,Female,Yorkshire and the Humber,1,1,2,1839.7,1858.1,1839.7,1858.1,1858.1,1839.7,747.9,643.19,572.44,681.2,633.52,557.5
991,Full-time working,Managerial or Professional,Owned,Male,South East,2,3,5,3856.13,3894.69,3894.69,3856.13,3894.69,3894.69,3387.8,2540.85,2261.36,2600.56,2418.52,2708.74
992,Full-time working,Managerial or Professional,Owned,Female,South East,2,3,5,5327.2,5327.2,5114.11,4581.39,6073.01,5433.74,2702.65,2378.33,2116.71,1820.37,1929.59,1736.63
993,Part-time working,Routine or manual,Rented,Female,Yorkshire and the Humber,3,3,6,3188.95,3858.63,3061.39,3475.96,2838.17,2933.83,3168.74,2851.87,2652.24,2307.45,1961.33,1902.49
994,Full-time working,Intermediate occupation,Rented,Male,North East,2,3,5,1092.25,1092.25,1092.25,1092.25,1103.17,1103.17,2310.32,2425.84,2886.75,2944.49,3327.27,3593.45
995,Economically Inactive,Not Classified,Rented,Female,West Midlands,2,1,3,2097.86,2202.75,2034.92,1594.37,2538.41,1867.1,1622.65,1590.2,1717.42,1494.16,1524.04,1737.41
996,Part-time working,Managerial or Professional,Rented,Female,South West,1,2,3,1272.5,1590.63,1514.28,1412.48,1590.63,1361.58,766.86,628.83,754.6,739.51,643.37,707.71
997,Full-time working,Routine or manual,Owned,Male,Yorkshire and the Humber,3,1,4,5356.3,5356.3,4177.91,5999.06,4070.79,5356.3,2300.53,1978.46,1998.24,2198.06,2110.14,2321.15
998,Full-time working,Intermediate occupation,Owned,Male,West Midlands,2,3,5,1710,1710,1727.1,1710,1710,1710,1955.82,1936.26,2304.15,2004.61,1744.01,1709.13
999,Full-time working,Intermediate occupation,Owned,Male,Yorkshire and the Humber,1,2,3,2294.05,2316.99,2316.99,2294.05,2294.05,2316.99,1208.63,1015.25,862.96,811.18,843.63,809.88
1000,Part-time working,Routine or manual,Rented,Female,South East,1,2,3,1358.75,1576.15,1331.58,1372.34,1059.83,1372.34,1465.21,1421.25,1577.59,1356.73,1533.1,1502.44
1001,Part-time working,Routine or manual,Rented,Male,Wales,2,3,5,1523.5,1218.8,1249.27,1736.79,1767.26,1675.85,2434.1,2020.3,1878.88,1803.72,1749.61,2099.53
1002,Full-time working,Routine or manual,Owned,Male,Eastern,2,1,3,5924.95,5806.45,6102.7,6635.94,5510.2,6576.69,3308.16,2977.34,2679.61,2492.04,2118.23,2414.78
1003,Economically Inactive,Not Classified,Owned,Male,Eastern,2,1,3,2834.04,2777.36,2692.33,2323.91,3060.76,2975.74,2556.53,2249.75,2609.71,2479.22,2206.51,2162.38
1004,Economically Inactive,Not Classified,Owned,Male,South West,2,1,3,2199.37,2661.24,2485.29,2683.23,2309.34,2441.3,2191.67,1906.75,1697.01,1476.4,1314,1353.42
1005,Economically Inactive,Not Classified,Owned,Male,Eastern,2,1,3,2594.82,2387.23,2984.04,2465.08,2387.23,3087.84,2564.92,2436.67,2704.7,3029.26,2574.87,2394.63
1006,Full-time working,Intermediate occupation,Rented,Male,West Midlands,2,3,5,4868.5,4138.23,3992.17,5550.09,5452.72,5793.52,2129.66,2278.74,2005.29,1965.18,2024.14,1841.97
1007,Part-time working,Routine or manual,Rented,Female,Wales,2,1,3,1864.58,1789.99,1957.8,1883.22,1547.6,1566.24,3062.76,2542.09,2669.19,2509.04,2358.5,2783.03
1008,Economically Inactive,Not Classified,Owned,Female,London,1,1,2,400,464,448,424,420,384,1023.75,993.04,933.46,980.13,891.92,784.89
1009,Full-time working,Intermediate occupation,Owned,Male,London,2,3,5,4722.06,5052.6,4297.07,4485.96,5855.35,5713.69,2126.51,2232.84,1964.9,1847.01,1588.43,1572.55
1010,Full-time working,Intermediate occupation,Owned,Female,North East,3,1,4,5874.57,4699.65,4817.14,6050.8,6755.75,5639.58,2521.33,1941.42,2038.49,2221.95,2266.39,1949.1
1011,Full-time working,Routine or manual,Owned,Male,North West and Merseyside,2,3,5,3757.25,3794.82,3757.25,3794.82,3757.25,3757.25,2025.45,2086.21,2148.8,2471.12,2693.52,2424.17
1012,Economically Inactive,Not Classified,Rented,Male,North West and Merseyside,1,1,2,1269.25,1358.1,1396.18,951.94,1345.41,1345.41,735.53,559,531.05,552.29,530.2,487.78
1013,Economically Inactive,Not Classified,Rented,Male,South East,1,1,2,886.55,1108.19,1019.53,948.61,735.84,922.01,1738.2,1407.94,1224.91,1188.16,1152.52,1210.15
1014,Full-time working,Managerial or Professional,Owned,Female,West Midlands,1,2,3,2846.5,2846.5,2846.5,2874.97,2874.97,2846.5,2278.25,2209.9,2497.19,2322.39,2229.49,2563.91
1015,Full-time working,Managerial or Professional,Owned,Female,Scotland,1,1,2,4032.6,4435.86,3306.73,3911.62,4677.82,3709.99,3114.25,2958.54,2514.76,2665.65,3198.78,3070.83
1016,Full-time working,Managerial or Professional,Owned,Female,Eastern,2,3,5,5924.95,5036.21,5865.7,4502.96,6932.19,4680.71,4181.17,3888.49,4199.57,3947.6,4302.88,4216.82
1017,Full-time working,Managerial or Professional,Owned,Male,North West and Merseyside,1,1,2,2760.55,2760.55,2760.55,2788.16,2760.55,2760.55,1046.74,889.73,880.83,942.49,867.09,1031.84
1018,Full-time working,Routine or manual,Rented,Male,North West and Merseyside,2,1,3,1834.4,1852.74,1834.4,1834.4,1834.4,1834.4,1869.6,1981.78,2259.23,2259.23,2575.52,2292.21
1019,Full-time working,Routine or manual,Owned,Male,Scotland,2,3,5,3748.15,3748.15,3748.15,3748.15,3785.63,3748.15,5135.41,5340.83,6088.55,7306.26,7087.07,6024.01
1020,Economically Inactive,Not Classified,Owned,Female,West Midlands,1,1,2,2626.46,3230.55,2731.52,2836.58,2731.52,2652.72,2025.23,2106.24,2169.43,2169.43,2603.32,2525.22
1021,Full-time working,Routine or manual,Owned,Male,North West and Merseyside,2,3,5,2939.2,2968.59,2968.59,2968.59,2939.2,2968.59,2867.36,2494.6,2444.71,2566.95,3080.34,2926.32
1022,Economically Inactive,Not Classified,Owned,Female,South East,2,1,3,2969.65,2732.07,2672.68,2346.02,3533.88,3236.91,5875,5640,4794,5561.04,4782.49,5165.09
1023,Economically Inactive,Not Classified,Owned,Male,Scotland,2,1,3,2324.02,2207.82,2486.7,2858.54,2579.66,1998.66,1500.47,1200.38,1440.46,1512.48,1784.73,1873.97
1024,Economically Inactive,Not Classified,Owned,Female,North West and Merseyside,1,1,2,777.67,902.1,746.57,816.56,614.36,972.09,610.62,598.41,526.6,610.86,733.03,740.36
1025,Economically Inactive,Not Classified,Rented,Male,Wales,2,1,3,1651.75,1255.33,1569.16,1998.62,2048.17,1536.13,1194.53,1110.91,1277.55,1200.9,1056.79,1035.65
1026,Full-time working,Managerial or Professional,Owned,Male,South West,2,1,3,5924.95,6635.94,6458.2,5924.95,6517.45,5747.2,4769.85,3911.28,4576.2,4484.68,4305.29,5123.3
1027,Full-time working,Managerial or Professional,Rented,Male,South East,3,3,6,5924.95,4502.96,6813.69,4680.71,5273.21,6991.44,4682.52,3511.89,3722.6,3201.44,2753.24,3028.56
1028,Part-time working,Routine or manual,Owned,Male,South West,2,1,3,3969.8,3731.61,4684.36,3890.4,3890.4,3294.93,2776.91,2360.37,2431.18,2090.81,2341.71,2365.13
1029,Training Program,Routine or manual,Rented,Male,East Midlands,4,1,5,1703.85,1618.66,1942.39,1720.89,1703.85,1840.16,1364.38,1296.16,1322.08,1123.77,1326.05,1498.44
1030,Economically Inactive,Not Classified,Owned,Female,West Midlands,2,1,3,1475.25,1593.27,1416.24,1150.7,1829.31,1726.04,1450.06,1290.55,1200.21,1272.22,1106.83,1283.92
1031,Full-time working,Routine or manual,Rented,Female,North East,1,3,4,1803.9,1803.9,1821.94,1821.94,1821.94,1803.9,3652.82,3908.52,4143.03,4681.62,5056.15,4651.66
1032,Full-time working,Intermediate occupation,Owned,Male,South West,2,2,4,5124.1,3894.32,4867.9,5482.79,5534.03,5431.55,2648.33,2224.6,2113.37,1880.9,1749.24,1924.16
1033,Full-time working,Managerial or Professional,Owned,Male,South East,2,2,4,5924.95,6161.95,4562.21,4858.46,4502.96,5332.46,5875,4465,3884.55,3845.7,4037.99,4078.37
1034,Economically Inactive,Not Classified,Rented,Female,Northern Ireland,1,3,4,985.13,926.02,985.13,758.55,1201.85,817.65,665.63,612.38,600.13,594.13,695.13,764.64
1035,Economically Inactive,Not Classified,Owned,Female,Eastern,1,1,2,1286.91,1145.35,1183.96,965.18,1338.39,1428.47,843.83,767.89,683.42,587.74,511.33,531.78
1036,Full-time working,Managerial or Professional,Owned,Female,South West,2,3,5,5924.95,6043.45,4858.46,6221.2,7169.19,5569.45,4117.44,4446.84,4713.65,4760.79,4237.1,4957.41
1037,Full-time working,Routine or manual,Rented,Male,Eastern,2,3,5,4430.1,3455.48,4695.91,3499.78,3499.78,5360.42,2103.3,1577.48,1751,1873.57,1779.89,1815.49
1038,Economically Inactive,Routine or manual,Rented,Female,South East,2,3,5,4011.2,3329.3,4733.22,4091.42,3850.75,4532.66,2101.15,1659.91,1543.72,1343.04,1383.33,1452.5
1039,Full-time working,Managerial or Professional,Owned,Male,South West,2,1,3,1777.75,1795.53,1777.75,1795.53,1795.53,1777.75,2180.07,2310.87,2102.89,1829.51,2122.23,1888.78
1040,Economically Inactive,Not Classified,Rented,Male,Scotland,1,1,2,1255.21,991.62,1192.45,1029.27,1154.79,1355.63,479.32,407.42,431.87,410.28,414.38,364.65
1041,Training Program,Long Term Unemployed,Rented,Female,West Midlands,1,1,2,312.49,371.86,246.87,359.36,315.61,318.74,1129,1196.74,1256.58,1206.32,1230.45,1242.75
1042,Full-time working,Managerial or Professional,Owned,Female,Yorkshire and the Humber,2,2,4,5924.95,7346.94,6872.94,5865.7,4502.96,5154.71,2199.68,2309.66,2494.43,2319.82,2343.02,2343.02
1043,Economically Inactive,Managerial or Professional,Owned,Male,East Midlands,1,1,2,2326.95,2350.22,2489.84,2489.84,1861.56,2722.53,2012.71,1972.46,2169.71,2581.95,2711.05,2385.72
1044,Full-time working,Routine or manual,Owned,Male,Wales,1,1,2,2546.4,2571.86,2546.4,2571.86,2546.4,2571.86,494.65,395.72,368.02,426.9,503.74,574.26
1045,Economically Inactive,Not Classified,Owned,Male,Scotland,2,1,3,3244.76,2920.28,2595.81,3017.62,2660.7,3601.68,2458.91,1868.77,1625.83,1642.09,1559.99,1793.99
1046,Economically Inactive,Not Classified,Owned,Male,South East,4,1,5,5924.95,5332.46,7169.19,5984.2,6161.95,6872.94,5875,5111.25,6031.28,6212.22,5591,5982.37
1047,Economically Inactive,Not Classified,Owned,Male,South East,2,1,3,1094.2,831.59,1313.04,886.3,1039.49,1291.16,1150.65,1150.65,1024.08,972.88,1148,1090.6
1048,Economically Inactive,Routine or manual,Rented,Male,East Midlands,3,2,5,1176.25,976.29,1199.78,1082.15,1376.21,1035.1,1025.7,769.28,746.2,790.97,877.98,798.96
1049,Part-time working,Routine or manual,Rented,Female,South East,1,1,2,702.4,547.87,561.92,625.14,646.21,863.95,578.83,497.79,537.61,516.11,572.88,687.46
1050,Full-time working,Routine or manual,Owned,Male,South West,2,3,5,3503.85,3538.89,3538.89,3503.85,3538.89,3538.89,2879.49,2706.72,3004.46,3334.95,3735.14,3212.22
1051,Economically Inactive,Not Classified,Owned,Female,North East,2,2,4,4627,5089.7,5135.97,4441.92,4673.27,3840.41,5097.31,4740.5,5404.17,5025.88,5427.95,5862.19
1052,Full-time working,Managerial or Professional,Rented,Female,Scotland,3,1,4,3077.2,3077.2,3107.97,3077.2,3107.97,3077.2,2165.96,1884.39,1809.01,1790.92,1629.74,1466.77
1053,Full-time working,Routine or manual,Owned,Female,South East,2,1,3,4779.45,4110.33,5639.75,4062.53,3919.15,4158.12,2284.65,1713.49,1525.01,1692.76,1929.75,1929.75
1054,Full-time working,Routine or manual,Owned,Female,South East,2,1,3,1476.25,1491.01,1491.01,1491.01,1476.25,1491.01,1105.44,1028.06,1213.11,1370.81,1206.31,1278.69
1055,Full-time working,Managerial or Professional,Owned,Male,West Midlands,4,1,5,5924.95,5569.45,4917.71,4443.71,6221.2,6813.69,2247.7,1977.98,2373.58,2563.47,2999.26,3359.17
1056,Full-time working,Intermediate occupation,Rented,Male,London,4,2,6,3477.5,3512.28,3477.5,3512.28,3512.28,3512.28,5875,5463.75,5463.75,5081.29,5741.86,5397.35
1057,Full-time working,Managerial or Professional,Owned,Male,Yorkshire and the Humber,2,2,4,3128.25,3159.53,3159.53,3159.53,3128.25,3159.53,3507.93,2876.5,3336.74,2869.6,3271.34,3238.63
1058,Economically Inactive,Not Classified,Rented,Female,Eastern,2,1,3,1690.96,1876.97,2079.88,1978.42,1927.69,1826.24,1457.07,1413.36,1611.23,1433.99,1218.89,1401.72
1059,Full-time working,Managerial or Professional,Owned,Male,South West,1,1,2,1569.34,1585.03,1569.34,1569.34,1585.03,1569.34,1734.07,1525.98,1617.54,1860.17,2176.4,2372.28
1060,Economically Inactive,Not Classified,Rented,Male,North West and Merseyside,1,1,2,906.61,979.14,1115.13,997.27,761.55,761.55,664.69,671.34,758.61,811.71,714.3,785.73
1061,Economically Inactive,Not Classified,Owned,Male,Scotland,2,1,3,2937.8,2262.11,2879.04,2908.42,2291.48,2996.56,2114.67,2135.82,2285.33,2628.13,2339.04,2362.43
1062,Economically Inactive,Not Classified,Rented,Female,North West and Merseyside,1,1,2,1325.76,1246.21,1272.73,1087.12,1498.11,1352.28,1080.38,842.7,792.14,792.14,847.59,779.78
1063,Economically Inactive,Not Classified,Owned,Female,Eastern,2,1,3,1775.61,2059.7,1846.63,1598.05,2148.49,1864.39,2803.86,2635.63,3110.04,3265.54,3690.06,4354.27
1064,Full-time working,Intermediate occupation,Rented,Female,South East,2,1,3,5151.75,4636.58,5357.82,5769.96,5512.37,5615.41,2929.91,2812.71,3319,2854.34,2768.71,2519.53
1065,Economically Inactive,Not Classified,Owned,Male,North West and Merseyside,2,1,3,3405.72,3576.01,3405.72,3099.21,4120.92,3712.23,2135.09,1921.58,2286.68,2149.48,2042.01,2001.17
1066,Full-time working,Routine or manual,Rented,Male,London,2,2,4,4194.15,3523.09,3606.97,4739.39,4068.33,4278.03,3227.23,3453.14,3211.42,3596.79,3812.6,4155.73
1067,Economically Inactive,Not Classified,Rented,Male,London,1,1,2,753.85,753.85,882,768.93,580.46,565.39,437.93,328.45,374.43,381.92,404.84,469.61
1068,Economically Inactive,Long Term Unemployed,Rented,Female,North West and Merseyside,3,3,6,1586.9,1475.82,1364.73,1634.51,1555.16,1221.91,2336.65,2523.58,2649.76,3179.71,3306.9,3406.11
1069,Full-time working,Intermediate occupation,Owned,Male,South West,1,1,2,2470.6,2495.31,2495.31,2495.31,2495.31,2470.6,1321.96,1031.13,1216.73,1265.4,1455.21,1571.63
1070,Economically Inactive,Not Classified,Rented,Female,West Midlands,1,3,4,1980.21,2435.66,1485.16,2475.26,1544.56,1544.56,1789.28,1467.21,1261.8,1299.65,1130.7,1255.08
1071,Full-time working,Intermediate occupation,Owned,Male,North East,1,1,2,3016.1,3016.1,3046.26,3016.1,3016.1,3016.1,1293.45,1306.38,1149.61,1345.04,1385.39,1399.24
1072,Economically Inactive,Not Classified,Rented,Female,London,2,1,3,3845.66,4076.4,3807.2,4422.51,3576.46,3268.81,2055.94,1912.02,2026.74,1864.6,1752.72,1542.39
1073,Economically Inactive,Managerial or Professional,Owned,Female,Northern Ireland,3,1,4,4629.25,3749.69,4073.74,4907.01,3795.99,3471.94,3628.3,3846,4461.36,5041.34,4839.69,5372.06
1074,Full-time working,Routine or manual,Rented,Male,Eastern,4,2,6,3417.51,3451.69,3451.69,3417.51,3451.69,3451.69,3421.62,2908.38,3373.72,3744.83,3295.45,2900
1075,Full-time working,Routine or manual,Rented,Female,North West and Merseyside,1,2,3,1246.5,1246.5,1246.5,1258.97,1258.97,1246.5,1079.77,842.22,867.49,858.82,1013.41,1094.48
1076,Full-time working,Intermediate occupation,Rented,Female,North East,3,1,4,3258.71,3258.71,3258.71,3258.71,3258.71,3291.3,2347.64,2253.73,2569.25,2826.18,3250.11,3770.13
1077,Economically Inactive,Not Classified,Rented,Male,West Midlands,1,1,2,905.4,923.51,706.21,796.75,832.97,751.48,937.37,740.52,718.3,826.05,925.18,980.69
1078,Full-time working,Routine or manual,Owned,Male,Wales,2,3,5,3742.05,3742.05,3742.05,3779.47,3779.47,3742.05,5172.35,5017.18,4515.46,4921.85,4429.67,4739.75
1079,Economically Inactive,Intermediate occupation,Owned,Male,North West and Merseyside,1,3,4,1465.05,1802.01,1215.99,1772.71,1670.16,1259.94,1600.8,1616.81,1616.81,1568.31,1693.77,1727.65
1080,Full-time working,Managerial or Professional,Owned,Male,East Midlands,2,1,3,3971,3971,4010.71,3971,4010.71,4010.71,1249.79,1049.82,976.33,1122.78,1347.34,1603.33
1081,Full-time working,Intermediate occupation,Owned,Male,Eastern,2,2,4,5802.75,4758.26,5454.59,7021.33,6441.05,5570.64,2882.83,3026.97,2845.35,3016.07,3317.68,3881.69
1082,Economically Inactive,Not Classified,Rented,Female,South East,2,1,3,1928.87,1851.72,2391.8,1716.69,1871,1735.98,1232.81,1060.22,1176.84,1188.61,1331.24,1570.86
1083,Full-time working,Managerial or Professional,Owned,Male,South East,2,3,5,5924.95,5687.95,6991.44,5391.7,6398.95,5391.7,4784.04,5166.76,5838.44,6597.44,6663.41,6996.58
1084,Full-time working,Intermediate occupation,Owned,Male,Northern Ireland,3,1,4,4880.95,5808.33,5417.85,5466.66,4734.52,6003.57,2527.33,2552.6,2680.23,2385.4,2266.13,2062.18
1085,Full-time working,Intermediate occupation,Owned,Female,West Midlands,2,1,3,3716.46,3716.46,3753.63,3716.46,3716.46,3753.63,2933.62,2640.26,2244.22,2109.57,2046.28,1882.58
1086,Full-time working,Routine or manual,Owned,Male,South West,2,1,3,5028.23,3922.02,4022.58,5229.35,5329.92,5380.2,3764.35,2898.55,2956.52,3370.43,3370.43,3134.5
1087,Economically Inactive,Intermediate occupation,Owned,Female,Scotland,2,3,5,4076.74,3872.9,3220.62,3546.76,4362.11,4769.78,2507.28,2457.13,2113.13,1965.21,1827.65,2193.18
1088,Economically Inactive,Not Classified,Rented,Male,London,1,1,2,760.1,881.72,820.91,623.28,699.29,760.1,476.33,476.33,447.75,501.48,531.57,451.83
1089,Full-time working,Routine or manual,Owned,Male,West Midlands,2,1,3,5924.95,6635.94,7169.19,6517.45,5569.45,5865.7,3351.75,3016.58,3589.73,4128.19,4747.42,4510.05
1090,Part-time working,Routine or manual,Rented,Female,North West and Merseyside,1,2,3,1026.3,1087.88,1016.04,800.51,1077.62,862.09,1101.86,1046.77,942.09,838.46,939.08,1014.21
1091,Full-time working,Managerial or Professional,Owned,Male,Yorkshire and the Humber,2,1,3,5924.95,6161.95,4917.71,6102.7,4502.96,5154.71,3956.75,3600.64,3960.7,4435.98,5278.82,6334.58
1092,Economically Inactive,Not Classified,Rented,Male,North West and Merseyside,1,1,2,1512.46,1784.7,1618.33,1693.96,1724.2,1497.34,539.98,523.78,618.06,673.69,768.01,875.53
1093,Economically Inactive,Not Classified,Rented,Female,West Midlands,1,1,2,955.1,1031.51,773.63,1088.81,888.24,764.08,846.2,812.35,950.45,826.89,859.97,988.97
1094,Economically Inactive,Not Classified,Rented,Female,South West,1,1,2,1562.56,1750.07,1687.56,1296.92,1875.07,1359.43,486.17,442.41,460.11,455.51,428.18,436.74
1095,Full-time working,Managerial or Professional,Rented,Male,North West and Merseyside,1,1,2,3057.2,3057.2,3057.2,3087.77,3087.77,3057.2,2929.31,2431.33,2382.7,2215.91,2304.55,2281.5
1096,Economically Inactive,Not Classified,Owned,Male,North West and Merseyside,1,1,2,2283.66,2032.46,2009.62,2329.33,1804.09,2009.62,658.12,513.33,487.66,438.89,377.45,422.74
1097,Full-time working,Managerial or Professional,Rented,Male,North East,4,1,5,5924.95,7346.94,5687.95,6280.45,4739.96,5332.46,2543.35,2161.85,1945.67,2023.5,2246.09,2583
1098,Full-time working,Routine or manual,Rented,Male,South East,2,3,5,5924.95,5154.71,5391.7,5628.7,5036.21,6102.7,4159.87,3910.28,3871.18,3445.35,2997.45,3267.22
1099,Economically Inactive,Not Classified,Rented,Female,Wales,1,1,2,357.63,268.22,321.86,286.1,318.29,418.42,262.8,207.61,191,219.65,208.67,189.89
1100,Economically Inactive,Intermediate occupation,Owned,Female,Wales,2,3,5,2749.3,2556.85,2474.37,2804.29,3381.64,2721.81,2008.33,1606.66,1847.66,2143.29,2400.48,2688.54
1101,Economically Inactive,Not Classified,Owned,Male,Wales,2,1,3,2692.65,3015.76,2881.13,3069.62,2611.87,3096.54,1875.95,1650.84,1815.92,1725.12,2018.39,1756
1102,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,1884.32,1507.46,2261.18,1695.89,1677.04,1827.79,1673.74,1640.27,1689.48,1503.64,1669.04,1719.11
1103,Economically Inactive,Not Classified,Rented,Male,Eastern,2,1,3,2095.05,1864.59,2283.6,2157.9,2388.36,2493.11,2544.59,1908.44,2061.12,1772.56,1878.91,1784.96
1104,Full-time working,Routine or manual,Owned,Male,Northern Ireland,3,2,5,3913.28,3913.28,3952.41,3952.41,3913.28,3913.28,2100.44,1806.38,1661.87,1977.63,2076.51,2180.34
1105,Full-time working,Intermediate occupation,Owned,Male,Eastern,2,3,5,4103.7,3324,3775.4,3447.11,3077.78,4349.92,5875,4406.25,5155.31,5052.2,5052.2,5911.07
1106,Full-time working,Routine or manual,Rented,Female,North West and Merseyside,1,3,4,1360.8,1374.41,1374.41,1360.8,1374.41,1360.8,1507.11,1326.26,1445.62,1532.36,1823.51,2005.86
1107,Economically Inactive,Not Classified,Rented,Female,North West and Merseyside,1,1,2,977.71,772.39,1153.7,899.49,1104.81,967.93,545,452.35,529.25,492.2,516.81,449.62
1108,Full-time working,Managerial or Professional,Owned,Female,London,1,1,2,3390.74,3424.64,3390.74,3390.74,3390.74,3424.64,1957.27,1585.39,1379.29,1627.56,1399.7,1245.73
1109,Economically Inactive,Not Classified,Rented,Female,South West,2,2,4,1273.85,1515.88,1401.24,1210.16,1464.93,1171.94,1183.75,1041.7,927.11,1084.72,1138.96,1047.84
1110,Full-time working,Routine or manual,Rented,Male,London,1,1,2,2844.26,2872.71,2844.26,2844.26,2844.26,2872.71,1400.02,1512.02,1723.7,1896.07,2161.52,2118.29
1111,Full-time working,Routine or manual,Rented,Female,West Midlands,2,2,4,1975.4,1975.4,1975.4,1995.15,1995.15,1995.15,2179.03,1786.8,1518.78,1397.28,1243.58,1094.35
1112,Full-time working,Managerial or Professional,Owned,Female,South East,1,1,2,719.5,719.5,726.7,726.7,726.7,726.7,1083.32,1083.32,974.99,1043.24,970.21,970.21
1113,Economically Inactive,Routine or manual,Owned,Male,North West and Merseyside,2,1,3,2061.8,2267.98,2329.83,2432.92,2288.6,1773.15,1738.26,1494.9,1659.34,1758.9,1917.2,2262.3
1114,Economically Inactive,Not Classified,Rented,Male,London,1,1,2,1506.96,1250.78,1235.71,1537.1,1371.33,1341.19,1360.97,1429.02,1414.73,1683.53,1498.34,1483.36
1115,Economically Inactive,Not Classified,Owned,Male,Eastern,2,1,3,2291.35,1878.91,2314.26,2383,1993.47,1947.65,2573,1981.21,2377.45,2377.45,2425,2400.75
1116,Economically Inactive,Not Classified,Owned,Female,Yorkshire and the Humber,2,1,3,1814.47,1941.48,1887.05,2177.36,1687.46,1524.15,1121.38,1009.24,1110.16,1010.25,1000.15,960.14
1117,Full-time working,Routine or manual,Rented,Male,East Midlands,3,1,4,4097.6,3360.03,3237.1,4179.55,4712.24,5081.02,1905.43,1733.94,1924.67,2136.38,1880.01,2162.01
1118,Economically Inactive,Not Classified,Owned,Male,West Midlands,2,1,3,2495.42,1971.38,2146.06,2245.88,2195.97,2495.42,1553.09,1164.82,1397.78,1216.07,1325.52,1550.86
